	Site Name	Type	Billing Address	Billing City	Billing State/Province	Billing Zip/Postal Code	Grant	# Full Time Slots	# Three Quarter Time Slots	# Half Time Slots	# Reduced Half Time Slots	# Quarter-Time Slots	# Minimum Time Slots	# Abbreviated Time Slots	full_address	googleMaps_lat_long	googleMaps_clean_address
633	Brownsville Learning Academy	Education-K thru 12	4350 Morrison Rd	Brownsville	TX	78526	21-22 UTRGV ACTX					2			4350 Morrison Rd, Brownsville, TX 78526	(25.9611459, -97.44990399999999)	4350 Morrison Rd, Brownsville, TX 78526, USA
634	Lincoln Park	Education-K thru 12	7 Orange Street	Brownsville	TX	78521	21-22 UTRGV ACTX					2			7 Orange Street, Brownsville, TX 78521	(25.9014776, -97.4782877)	7 Orange St, Brownsville, TX 78521, USA
635	Brownsville Early College Campus	Education-K thru 12	343 Ringgold Rd	Brownsville	TX	78520	21-22 UTRGV ACTX					4			343 Ringgold Rd, Brownsville, TX 78520	(25.8938685, -97.4940168)	343 Ringgold Rd, Brownsville, TX 78520, USA
636	San Benito High School	Education-K thru 12	450 S Oscar Williams Rd	San Benito	TX	78586	21-22 UTRGV ACTX					10			450 S Oscar Williams Rd, San Benito, TX 78586	(26.141712, -97.650954)	450 S Oscar Williams Rd, San Benito, TX 78586, USA
637	Edinburg High School	Education-K thru 12	2600 E Wisconsin Rd	Edinburg	TX	78542	21-22 UTRGV ACTX					12			2600 E Wisconsin Rd, Edinburg, TX 78542	(26.2622994, -98.13881649999999)	2600 E Wisconsin Rd, Edinburg, TX 78542, USA
638	Edinburg North High School	Education-K thru 12	3101 N Closener Blvd	Edinburg	TX	78541	21-22 UTRGV ACTX					14			3101 N Closener Blvd, Edinburg, TX 78541	(26.3333192, -98.1587158)	3101 N Closner Blvd, Edinburg, TX 78541, USA
639	Economedes High School	Education-K thru 12	1414 N Alamo Rd	Edinburg	TX	78542	21-22 UTRGV ACTX					12			1414 N Alamo Rd, Edinburg, TX 78542	(26.3091789, -98.1027163)	1414 N Alamo Rd, Edinburg, TX 78542, USA
640	Vela High School	Education-K thru 12	801 Canton Rd.	Edinburg	TX	78539	21-22 UTRGV ACTX					10			801 Canton Rd., Edinburg, TX 78539	(26.2756787, -98.1597346)	801 E Canton Rd, Edinburg, TX 78539, USA
641	McAllen High School	Education-K thru 12	2021 La Vista Ave	McAllen	TX	78501	21-22 UTRGV ACTX					12			2021 La Vista Ave, McAllen, TX 78501	(26.2261944, -98.2387864)	2021 La Vista Ave, McAllen, TX 78501, USA
642	Memorial High School	Education-K thru 12	101 E Hackberry Ave	McAllen	TX	78501	21-22 UTRGV ACTX					12			101 E Hackberry Ave, McAllen, TX 78501	(26.2104467, -98.2172822)	101 E Hackberry Ave, McAllen, TX 78501, USA
643	Rowe High School	Education-K thru 12	2101 N Ware Rd	McAllen	TX	78501	21-22 UTRGV ACTX					14			2101 N Ware Rd, McAllen, TX 78501	(26.2272625, -98.2611254)	2101 N Ware Rd, McAllen, TX 78501, USA
644	Achieve Early College Campus	Education-K thru 12	2000 N 23Rd St	McAllen	TX	78501	21-22 UTRGV ACTX					2			2000 N 23Rd St, McAllen, TX 78501	(26.2237055, -98.2417217)	2000 N 23rd St, McAllen, TX 78501, USA
645	Lamar Academy	Education-K thru 12	1009 N 10th St	McAllen	TX	78501	21-22 UTRGV ACTX					2			1009 N 10th St, McAllen, TX 78501	(26.213484, -98.22984269999999)	1009 N 10th St, McAllen, TX 78501, USA
646	Bowling Family YMCA	Nonprofit	5509 Will Ruth Ave	El Paso	TX	79924-5433	21-22 United Way of El Paso ACTX	3							5509 Will Ruth Ave, El Paso, TX 79924-5433	(31.8863833, -106.4128907)	5509 Will Ruth Ave, El Paso, TX 79924, USA
647	Canutillo ISD	Education-K thru 12	7000 5th Street	El Paso	TX	79932-1069	21-22 United Way of El Paso ACTX	3							7000 5th Street, El Paso, TX 79932-1069	(31.9134026, -106.5945946)	7000 5th St, Canutillo, TX 79835, USA
648	El Paso Housing Authority - Fabens	Nonprofit	650 Ne G Avenue	Fabens	TX	79938-0001	21-22 United Way of El Paso ACTX	2							650 Ne G Avenue, Fabens, TX 79938-0001	(31.5014453, -106.1487897)	650 NE G Ave, Fabens, TX 79838, USA
649	Fred & Maria Loya Family YMCA	Nonprofit	2044 Trawood Dr	El Paso	TX	79935-3503	21-22 United Way of El Paso ACTX	3							2044 Trawood Dr, El Paso, TX 79935-3503	(31.7647018, -106.33164)	2044 Trawood Dr, El Paso, TX 79935, USA
650	Project Vida	Nonprofit	3612 Pera Ave	El Paso	TX	79905-2412	21-22 United Way of El Paso ACTX	3							3612 Pera Ave, El Paso, TX 79905-2412	(31.7720428, -106.4502956)	3612 Pera Ave, El Paso, TX 79905, USA
651	Westside Family YMCA	Nonprofit	7145 N Mesa St	El Paso	TX	79912-3650	21-22 United Way of El Paso ACTX	3							7145 N Mesa St, El Paso, TX 79912-3650	(31.8348446, -106.553631)	7145 N Mesa St, El Paso, TX 79912, USA
652	YMCA of El Paso Metropolitan Offices	Nonprofit	810 Wyoming Ave	El Paso	TX	79901-5340	21-22 United Way of El Paso ACTX	3							810 Wyoming Ave, El Paso, TX 79901-5340	(31.76591819999999, -106.4846469)	810 Wyoming Ave, El Paso, TX 79902, USA
653	West Texas A&M University	Education-College/University	2501 4th Avenue	Canyon	TX	79016-0001	21-22 West Texas A&M University ACTX	1		 		15	10		2501 4th Avenue, Canyon, TX 79016-0001	(34.9813968, -101.9158737)	2501 4th Ave, Canyon, TX 79015, USA
654	Frank Phillips Community College	Education-College/University	1301 Roosevelt St 	Borger	TX	79007	21-22 West Texas A&M University ACTX			 	1.0	3	2		1301 Roosevelt St, Borger, TX 79007	(35.653928, -101.4056861)	1301 Roosevelt St, Borger, TX 79007, USA
655	Amarillo College	Education-College/University	2201 S Washington St #2411 	Amarillo	TX	79109	21-22 West Texas A&M University ACTX	 		 		5			2201 S Washington St #2411, Amarillo, TX 79109	(35.1887941, -101.847966)	2201 S Washington St #2411, Amarillo, TX 79109, USA
656	Clarendon College	Education-College/University	1122 College Dr	Clarendon	TX	79226	21-22 West Texas A&M University ACTX			 		2	2		1122 College Dr, Clarendon, TX 79226	(34.944589, -100.9024097)	1122 College Dr, Clarendon, TX 79226, USA
657	No Limits No Excuses/Amarillo Area Foundation	Nonprofit	801 S. Fillmore	Amarillo	TX	79101	21-22 West Texas A&M University ACTX	1		 		1			801 S. Fillmore, Amarillo, TX 79101	(35.2045368, -101.834739)	801 S Fillmore St, Amarillo, TX 79101, USA
658	Borger high School	Education-K thru 12	600 West First Street	Borger	TX	79007	21-22 West Texas A&M University ACTX	 		 		 	1		600 West First Street, Borger, TX 79007	(35.6656348, -101.396659)	600 W 1st St, Borger, TX 79007, USA
659	Perryton High School	Education-K thru 12	1200 S Jefferson St	Perryton	TX	79070	21-22 West Texas A&M University ACTX			 		 	1		1200 S Jefferson St, Perryton, TX 79070	(36.3875809, -100.8160491)	1200 S Jefferson St, Perryton, TX 79070, USA
660	Spearman High School	Education-K thru 12	403 E 11th Ave	Spearman	TX	79081	21-22 West Texas A&M University ACTX			 		 	1		403 E 11th Ave, Spearman, TX 79081	(36.1841138, -101.1893005)	403 E 11th Ave, Spearman, TX 79081, USA
661	Canadian/Higgins High School	Education-K thru 12	621 S 5th St	Canadian	TX	79014	21-22 West Texas A&M University ACTX	 		 		1			621 S 5th St, Canadian, TX 79014	(35.908992, -100.3853217)	621 S 5th St, Canadian, TX 79014, USA
662	Dalhart High School	Education-K thru 12	2100 Spirit Trail	Dalhart	TX	79022	21-22 West Texas A&M University ACTX			 		 	1		2100 Spirit Trail, Dalhart, TX 79022	(36.0470749, -102.4991533)	2100 Spirit Trail, Dalhart, TX 79022, USA
663	Pampa High School	Education-K thru 12	111 E Harvester Ave	Pampa	TX	79065	21-22 West Texas A&M University ACTX	 		 	1.0	1			111 E Harvester Ave, Pampa, TX 79065	(35.5506632, -100.9642873)	111 E Harvester Ave, Pampa, TX 79065, USA
664	The Well	Nonprofit	1203 N Hobart St #37	Pampa	TX	79065	21-22 West Texas A&M University ACTX			 		1			1203 N Hobart St #37, Pampa, TX 79065	(35.5460402, -100.9741653)	1203 N Hobart St #37, Pampa, TX 79065, USA
665	Wheeler High School	Education-K thru 12	1 Mustang Drive	Wheeler	TX	79096-1010	21-22 West Texas A&M University ACTX					 	1		1 Mustang Drive, Wheeler, TX 79096-1010	(35.4472943, -100.27353)	Mustang Dr, Wheeler, TX 79096, USA
666	Claude High School	Education-K thru 12	500 5th St	Claude	TX	79019	21-22 West Texas A&M University ACTX					 	1		500 5th St, Claude, TX 79019	(35.1063993, -101.3661178)	500 5th St, Claude, TX 79019, USA
667	Shamrock High School	Education-K thru 12	100 S Illinois St	Shamrock	TX	79079	21-22 West Texas A&M University ACTX					 	1		100 S Illinois St, Shamrock, TX 79079	(35.2141562, -100.2395097)	100 S Illinois St, Shamrock, TX 79079, USA
668	Childress High School	Education-K thru 12	800 Ave J NW	Childress	TX	79201	21-22 West Texas A&M University ACTX					 	1		800 Ave J NW, Childress, TX 79201	(34.4334665, -100.2108573)	800 Ave J NW, Childress, TX 79201, USA
669	Valley School (Turkey-Quitaque)	Education-K thru 12	11826 Hwy 86	Turkey	TX	79261	21-22 West Texas A&M University ACTX					 	0.5		11826 Hwy 86, Turkey, TX 79261	(34.3716443, -100.9846745)	11826 TX-86, Turkey, TX 79261, USA
670	Silverton School	Education-K thru 12	700 Loretta St, Silverton	Silverton	TX	79257	21-22 West Texas A&M University ACTX					 	0.5		700 Loretta St, Silverton, Silverton, TX 79257	(34.470734, -101.3097825)	700 Loretta St, Silverton, TX 79257, USA
671	Hereford High School	Education-K thru 12	200 Ave F	Hereford	TX	79045	21-22 West Texas A&M University ACTX	 		 	1.0	1			200 Ave F, Hereford, TX 79045	(34.8274799, -102.3959735)	Hereford High School Physical Education Gyms, 200 Ave F, Hereford, TX 79045, USA
672	Friona High School	Education-K thru 12	810 W 7th St	Friona	TX	79035	21-22 West Texas A&M University ACTX					1	 		810 W 7th St, Friona, TX 79035	(34.6380907, -102.7303906)	810 W 7th St, Friona, TX 79035, USA
673	Highland Park High School	Education-K thru 12	15300 E Amarillo Blvd	Amarillo	TX	79108	21-22 West Texas A&M University ACTX					 	1		15300 E Amarillo Blvd, Amarillo, TX 79108	(35.2495485, -101.6561362)	15300 E Amarillo Blvd, Amarillo, TX 79108, USA
674	River Road High School	Education-K thru 12	101 W Mobley St,	Amarillo	TX	79108	21-22 West Texas A&M University ACTX			 		 	1		101 W Mobley St,, Amarillo, TX 79108	(35.3070519, -101.8350952)	101 W Mobley St, Amarillo, TX 79108, USA
675	Boys Ranch High School	Education-K thru 12	27 Julian Bivins Ave	Cal Farley's Boys Ranch	TX	79010	21-22 West Texas A&M University ACTX					 	1		27 Julian Bivins Ave, Cal Farley's Boys Ranch, TX 79010	(35.5316581, -102.2526855)	27 Julian Bivins Ave, Boys Ranch, TX 79010, USA
676	Dumas High School	Education-K thru 12	411 Miller Ave	Dumas	TX	79029	21-22 West Texas A&M University ACTX			 		 	1		411 Miller Ave, Dumas, TX 79029	(35.8632746, -101.9783208)	411 Miller Ave, Dumas, TX 79029, USA
677	Sunray High School	Education-K thru 12	900 Ave Q	Sunray	TX	79086	21-22 West Texas A&M University ACTX					 	1		900 Ave Q, Sunray, TX 79086	(36.01349829999999, -101.8202223)	900 Ave Q, Sunray, TX 79086, USA
678	Canyon High School	Education-K thru 12	1701 23rd St	Canyon	TX	79015	21-22 West Texas A&M University ACTX					1	1		1701 23rd St, Canyon, TX 79015	(34.965791, -101.915835)	1701 23rd St, Canyon, TX 79015, USA
679	Randall High School	Education-K thru 12	5800 Attebury Dr	Canyon	TX	79118	21-22 West Texas A&M University ACTX	 			1.0	1			5800 Attebury Dr, Canyon, TX 79118	(35.112885, -101.8989748)	5800 Attebury Dr, Amarillo, TX 79118, USA
680	Midway Alternative School	Education-K thru 12	1401 23rd St	Canyon	TX	79015	21-22 West Texas A&M University ACTX	 				1	1		1401 23rd St, Canyon, TX 79015	(34.9694149, -101.91887)	1401 23rd St, Canyon, TX 79015, USA
681	Tulia High School	Education-K thru 12	501 Hornet Pl	Tulia	TX	79088	21-22 West Texas A&M University ACTX	1				1			501 Hornet Pl, Tulia, TX 79088	(34.5419281, -101.7576587)	501 Hornet Pl, Tulia, TX 79088, USA
